Features	feature_importance
Nuclei_Intensity_MinIntensity_GFP	0.0013285397215598025
Cells_Correlation_RWC_RFP_DAPI	0.0013283418419016957
Cytoplasm_Intensity_LowerQuartileIntensity_RFP	0.0013178899318931482
Cells_RadialDistribution_MeanFrac_RFP_1of4	0.0013134371884639083
Cells_Texture_InfoMeas2_RFP_3_03_256	0.0013070370975688218
Cytoplasm_RadialDistribution_RadialCV_CY5_2of4	0.0013061771907991065
Cells_Texture_InfoMeas1_RFP_3_01_256	0.0013057234100849091
Nuclei_RadialDistribution_MeanFrac_CY5_1of4	0.0013053212269171618
Cells_RadialDistribution_MeanFrac_DAPI_3of4	0.001301837402689116
Nuclei_AreaShape_Zernike_8_8	0.0012963037650715215
Cells_Texture_InfoMeas1_RFP_3_03_256	0.0012936795763805447
Cells_Texture_InfoMeas1_GFP_3_01_256	0.0012930929806139854
Cells_Texture_InfoMeas1_RFP_3_02_256	0.0012890612693112348
Nuclei_Texture_Contrast_DAPI_3_00_256	0.0012890197914475164
Cytoplasm_Intensity_IntegratedIntensityEdge_GFP	0.001288984402833862
Cytoplasm_Texture_Contrast_RFP_3_03_256	0.0012841825214828999
Cytoplasm_Texture_Contrast_GFP_3_00_256	0.0012826650199376627
Nuclei_RadialDistribution_MeanFrac_GFP_3of4	0.0012732944699243823
Cytoplasm_Texture_Contrast_DAPI_3_02_256	0.0012726117941970103
Cells_RadialDistribution_RadialCV_DAPI_3of4	0.001267759917337908
Cells_Correlation_K_DAPI_GFP	0.0012600625531645356
Cytoplasm_Correlation_Overlap_DAPI_GFP	0.0012600527116476358
Nuclei_Texture_InverseDifferenceMoment_RFP_3_02_256	0.0012559608585637914
Cells_Intensity_MaxIntensityEdge_DAPI	0.001249378780618357
Cytoplasm_Correlation_Overlap_CY5_DAPI	0.001223831480415184
Nuclei_Texture_Contrast_RFP_3_02_256	0.0012139875025619922
Cells_RadialDistribution_RadialCV_GFP_3of4	0.0012054558818564362
Nuclei_RadialDistribution_RadialCV_DAPI_4of4	0.0012039583972735493
Cytoplasm_RadialDistribution_MeanFrac_RFP_3of4	0.0012002139685438657
Cells_Correlation_Overlap_DAPI_GFP	0.0011949412218557642
Cells_RadialDistribution_MeanFrac_CY5_2of4	0.0011803846137337442
Nuclei_Correlation_RWC_CY5_RFP	0.0011597438660606377
Nuclei_RadialDistribution_RadialCV_CY5_3of4	0.0011565497384276278
Cells_AreaShape_Zernike_9_5	0.0011545664976659886
Nuclei_RadialDistribution_FracAtD_CY5_2of4	0.0011430320188897064
Nuclei_Texture_Correlation_DAPI_3_00_256	0.0011428733719244038
Nuclei_RadialDistribution_RadialCV_DAPI_3of4	0.0011365375256505753
Cytoplasm_Intensity_StdIntensityEdge_RFP	0.0011347027392953008
Cytoplasm_Texture_Contrast_RFP_3_01_256	0.0011339611782969954
Cytoplasm_RadialDistribution_MeanFrac_RFP_4of4	0.001132301047215256
Nuclei_RadialDistribution_MeanFrac_RFP_2of4	0.0011307961018121831
Cytoplasm_RadialDistribution_RadialCV_DAPI_4of4	0.0011103609745594673
Nuclei_Texture_Correlation_GFP_3_01_256	0.0011066128847828233
Cells_RadialDistribution_FracAtD_CY5_1of4	0.0011037692621512997
Cytoplasm_Intensity_MADIntensity_RFP	0.0010926377255220511
Cytoplasm_Texture_Correlation_GFP_3_00_256	0.0010645098037685844
Nuclei_Texture_InverseDifferenceMoment_RFP_3_01_256	0.0010581908230431474
Cells_RadialDistribution_MeanFrac_RFP_3of4	0.0010578187435192213
Cytoplasm_RadialDistribution_FracAtD_RFP_3of4	0.0010519300446294206
Cytoplasm_Correlation_RWC_RFP_DAPI	0.0010448765392407822
Cells_RadialDistribution_RadialCV_GFP_4of4	0.0010431762087718584
Cytoplasm_RadialDistribution_RadialCV_DAPI_3of4	0.0010425272617316831
Cytoplasm_AreaShape_Zernike_9_5	0.001039356025532601
Cells_RadialDistribution_RadialCV_RFP_3of4	0.0010379847332158737
Cells_Intensity_MaxIntensity_RFP	0.001031916740816738
Cells_RadialDistribution_FracAtD_GFP_1of4	0.0010272214605417463
