parameter_search_idx	min_test_merror_mean	min_test_merror_std	min_test_merror_mean_idx	max_test_accuracy_mean
448	0.24611095623083354	0.007859705890534568	49	0.7538890437691664
449	0.2620417817027437	0.01143671203169222	98	0.7379582182972563
450	0.2396645592956644	0.005057096112834837	81	0.7603354407043356
451	0.24421432232883977	0.008483390658298461	62	0.7557856776711602
452	0.23758033040459722	0.012492363625649379	94	0.7624196695954027
453	0.24971590960187773	0.009209984444833792	96	0.7502840903981223
454	0.2445965268847181	0.013898691666093217	51	0.7554034731152819
455	0.23966635790533916	0.006127390035786389	69	0.7603336420946608
456	0.25085317049920414	0.014014016033583189	54	0.7491468295007959
457	0.23738949791810932	0.008364732814401346	91	0.7626105020818907
458	0.2902905653929512	0.011104435418637874	99	0.7097094346070487
459	0.23814851120084174	0.011781165052462548	67	0.7618514887991583
460	0.29294603271671	0.008046555918855022	99	0.7070539672832901
461	0.23587434912812394	0.005451914316224224	99	0.7641256508718761
462	0.24573252875527216	0.005925540644007817	51	0.7542674712447278
463	0.23928685126397292	0.007730537168770621	54	0.760713148736027
464	0.24535518044551557	0.0070987644945007655	98	0.7546448195544844
465	0.2512332167234727	0.008457758397196547	50	0.7487667832765272
466	0.2500957759651789	0.0029825869769246724	98	0.749904224034821
467	0.24194123942192686	0.01267302426088715	99	0.7580587605780731
468	0.23587524843296132	0.004522962658283513	96	0.7641247515670386
469	0.2571096342527227	0.005134667119213321	98	0.7428903657472773
470	0.24250960007913883	0.010474334410888358	55	0.7574903999208612
471	0.24402420928622176	0.012768566814095621	54	0.7559757907137783
472	0.23701053085964546	0.008507760539674884	77	0.7629894691403545
473	0.24706170130489133	0.004544891067253309	50	0.7529382986951086
474	0.23549592165256256	0.006511310378955826	78	0.7645040783474375
475	0.23985485219924998	0.013533153837018565	94	0.76014514780075
476	0.23511335737474934	0.009480974175986496	85	0.7648866426252506
477	0.2385271185373706	0.0066658333309075005	68	0.7614728814626294
478	0.23928613182010308	0.00935188189153153	94	0.760713868179897
479	0.2466796766099805	0.0074043315698720654	42	0.7533203233900195
480	0.23189294675216057	0.005030743348267566	98	0.7681070532478395
481	0.248387276635161	0.009658322043225729	46	0.751612723364839
482	0.2428876678327653	0.007362145710043955	45	0.7571123321672347
483	0.239476964306591	0.0038367256936451956	95	0.760523035693409
484	0.23644360909017328	0.006821673495191036	59	0.7635563909098267
485	0.24971393113123558	0.00805091398763157	55	0.7502860688687645
486	0.2472498358768672	0.005470032140361256	43	0.7527501641231328
487	0.234925042941806	0.007679232148351573	76	0.7650749570581941
488	0.24838637733032365	0.012422532563446784	77	0.7516136226696764
489	0.23739111666681656	0.0005245291040675662	82	0.7626088833331834
490	0.23151290052789192	0.006812643503767386	97	0.768487099472108
491	0.23833754507765495	0.0061919648452971885	57	0.7616624549223451
492	0.23189204744732322	0.005303057256761393	97	0.7681079525526768
493	0.23701178988641783	0.0034449469341818455	99	0.7629882101135822
494	0.2377697240033454	0.005835763373943977	94	0.7622302759966546
495	0.23947732402852595	0.008571769024314632	78	0.760522675971474
496	0.2973067618730721	0.012304556015144106	97	0.702693238126928
497	0.25180139751971725	0.00937816715760464	98	0.7481986024802827
498	0.23530544888800958	0.00896446606030625	94	0.7646945511119905
499	0.24194016025612203	0.005765662134802464	60	0.758059839743878
500	0.2432691529447737	0.0068079485542145	97	0.7567308470552263
501	0.2483899745496731	0.012363627079190441	36	0.7516100254503268
502	0.2324605879655027	0.0043513762931233005	98	0.7675394120344973
503	0.25559340629693245	0.0057335527968502805	99	0.7444065937030675
504	0.23606536147557938	0.010541835667860964	73	0.7639346385244206
505	0.23511515598442406	0.0038068063886647244	95	0.764884844015576
506	0.244975134221247	0.003898139988815842	88	0.755024865778753
507	0.2669714110992203	0.0056127545727704155	99	0.7330285889007797
508	0.24364937903000977	0.006907824210132176	45	0.7563506209699902
509	0.23587237065748176	0.009213316287854236	98	0.7641276293425182
510	0.22677194528629369	0.008312428864959595	98	0.7732280547137063
511	0.23758015054362977	0.011531465133448045	96	0.7624198494563702
512	0.23378814176641455	0.0078449908430548	96	0.7662118582335855
513	0.2449749543602795	0.010691013285212072	64	0.7550250456397205
514	0.24137179959891006	0.0074224573836032945	99	0.7586282004010899
515	0.23151272066692447	0.01048524556364869	97	0.7684872793330755
516	0.23549466262579025	0.008334635125031055	84	0.7645053373742098
517	0.31551013066899286	0.009180193681630384	19	0.6844898693310071
518	0.23966707734920906	0.01208592702420603	76	0.7603329226507909
519	0.24459580744084822	0.011159708764019952	48	0.7554041925591518
520	0.28251679451783773	0.008178020922834433	99	0.7174832054821623
521	0.2335973092799266	0.01644732629769514	96	0.7664026907200734
522	0.25369659253397125	0.008593285414259627	33	0.7463034074660287
523	0.2586267615133502	0.002979922396342411	98	0.7413732384866498
524	0.26583127242641436	0.004237434370593737	99	0.7341687275735856
525	0.23530365027833486	0.007800997832621576	87	0.7646963497216651
526	0.22961770551363797	0.006465224804605318	96	0.7703822944863621
527	0.23871849060676098	0.007060462206896848	99	0.761281509393239
528	0.2434569277948146	0.006549250179671183	99	0.7565430722051854
529	0.23587542829392882	0.009309820466068156	81	0.7641245717060712
530	0.24440695342500246	0.00634340769210384	98	0.7555930465749976
531	0.24004640412960782	0.006610623064485999	71	0.7599535958703922
532	0.2400440659370307	0.0068748950606073	60	0.7599559340629694
533	0.24554475390523126	0.00999126676410769	79	0.7544552460947688
534	0.2404264503538765	0.010102156862954252	57	0.7595735496461236
535	0.24118042752951968	0.0076096339764367615	89	0.7588195724704803
536	0.24270007284369183	0.0070173836100811265	47	0.7572999271563081
537	0.23871777116289108	0.006696019171472288	76	0.7612822288371089
538	0.2510436432637571	0.00618654538018945	99	0.748956356736243
539	0.236251877298848	0.014945627714918879	72	0.763748122701152
540	0.2351149761234566	0.010691933725237968	82	0.7648850238765434
541	0.2354955619306276	0.005068514614393709	99	0.7645044380693724
542	0.24800920888153458	0.006958253667564924	98	0.7519907911184655
543	0.25237047762079917	0.005391475399797492	87	0.7476295223792009
544	0.24345872640448932	0.008191629226554848	96	0.7565412735955107
545	0.25066467620529326	0.005017819461651182	81	0.7493353237947067
546	0.24421899871399405	0.009987041170179551	47	0.755781001286006
547	0.24288838727663514	0.01288153228799898	99	0.7571116127233648
548	0.2419394408122521	0.011802505432543268	74	0.7580605591877478
549	0.24080361880266557	0.0085317469114686	94	0.7591963811973345
550	0.24023399911868126	0.007585832548425389	98	0.7597660008813187
551	0.23720136334613345	0.007026377717331104	86	0.7627986366538666
552	0.2408005611662185	0.012179761245105301	68	0.7591994388337815
553	0.2451656069858	0.010111036516820672	73	0.7548343930142
554	0.24232074606329307	0.009600697993931099	96	0.757679253936707
555	0.23682149698283225	0.00430356316251536	53	0.7631785030171677
556	0.24971465057510547	0.008248126333397618	39	0.7502853494248946
557	0.24193908109031717	0.008002022245296867	45	0.7580609189096829
558	0.2466820148025576	0.004667613894503832	98	0.7533179851974424
559	0.23833970340926464	0.0058582303527510374	85	0.7616602965907353
560	0.24232218495103286	0.008053445488847339	55	0.7576778150489671
561	0.23283901544106406	0.00642607238406771	98	0.767160984558936
562	0.2383388041044273	0.00572783073886731	78	0.7616611958955727
563	0.24061206687230768	0.009180018352469054	94	0.7593879331276923
564	0.24099409156721854	0.006942285551700685	75	0.7590059084327815
565	0.2299966725721018	0.01052396512860017	98	0.7700033274278982
566	0.2426977346511147	0.007976157901613693	73	0.7573022653488853
567	0.24724749768429005	0.01399916847437162	34	0.75275250231571
568	0.23625241688175042	0.008566909208785155	95	0.7637475831182496
569	0.24383733374101818	0.005523428765705838	99	0.7561626662589818
570	0.23852963659091522	0.005492413936676503	98	0.7614703634090848
571	0.2550232470300458	0.006288683527827127	32	0.7449767529699542
572	0.23397627633839044	0.010959520587738343	80	0.7660237236616095
573	0.2324596886606653	0.004704187818580765	75	0.7675403113393346
574	0.26716116441990334	0.007716511899206414	96	0.7328388355800967
575	0.23321798249952783	0.01403351394232219	86	0.7667820175004721
576	0.2518006780758474	0.0083008466431088	98	0.7481993219241526
577	0.2354914251283758	0.011814608155123753	70	0.7645085748716243
578	0.23758086998749967	0.005460162906668438	92	0.7624191300125003
579	0.23625349604755524	0.00821122855031842	91	0.7637465039524447
580	0.23701214960835273	0.009657108049583519	94	0.7629878503916473
581	0.2506621581517487	0.0054807182066090665	97	0.7493378418482513
582	0.2389068050397043	0.008427417950542606	89	0.7610931949602957
583	0.23132404651204616	0.005285157210225163	96	0.7686759534879538
584	0.27758860400910096	0.005053015902383337	95	0.7224113959908991
585	0.24023597758932347	0.006695727175597764	94	0.7597640224106765
586	0.24857972787035623	0.010955241293724534	49	0.7514202721296438
587	0.24099229295754382	0.0067487800353180204	62	0.7590077070424561
588	0.24194123942192686	0.004939651576255349	91	0.7580587605780731
589	0.24497441477737708	0.004845330094987575	51	0.7550255852226229
590	0.2445959873018157	0.009991437655019678	53	0.7554040126981842
591	0.2324620268532424	0.009508219803952282	99	0.7675379731467575
592	0.2427004325656268	0.005889407946839019	94	0.7572995674343732
593	0.23814797161793932	0.008318166061669602	77	0.7618520283820607
594	0.23701268919125518	0.008114831183112427	97	0.7629873108087448
595	0.23663012491344193	0.009639859689252767	96	0.7633698750865581
596	0.2459222820759553	0.010742089462848657	98	0.7540777179240448
597	0.25312823187675926	0.011724814872916335	49	0.7468717681232407
598	0.23682383517540942	0.008965940348247001	93	0.7631761648245906
599	0.24175256526704855	0.004711131717352421	64	0.7582474347329514
600	0.25066377690045594	0.008258446120813827	51	0.7493362230995441
601	0.23568495552937577	0.009762466671923266	99	0.7643150444706243
602	0.2349261221076108	0.010681403903707934	92	0.7650738778923892
603	0.23265016142521827	0.004675991518898999	95	0.7673498385747817
604	0.23985161470183547	0.011896462821286593	52	0.7601483852981645
605	0.23113123555491605	0.010159498387707019	93	0.768868764445084
606	0.27227838880545335	0.0038526407993721094	99	0.7277216111945466
607	0.2832770668273425	0.005823014352433106	99	0.7167229331726575
608	0.24137251904277993	0.009836633934118544	80	0.7586274809572201
609	0.2444062339811326	0.007535071801357351	65	0.7555937660188674
610	0.2559729129382987	0.00742207475064031	97	0.7440270870617013
611	0.23644235006340103	0.005618166799705627	96	0.763557649936599
612	0.2542651330521507	0.011181356029376394	39	0.7457348669478493
613	0.23568477566840831	0.008951292064144915	77	0.7643152243315917
614	0.23568585483421317	0.010181011556541266	99	0.7643141451657869
615	0.2571072960601455	0.008713746876273274	37	0.7428927039398545
616	0.24137233918181247	0.009111391031885517	84	0.7586276608181876
617	0.22696277777278162	0.008413874919466146	99	0.7730372222272184
618	0.2538872451594917	0.005803930602456708	98	0.7461127548405083
619	0.23796001690693092	0.011781986016695244	75	0.7620399830930691
620	0.23985251400667287	0.011851017696614183	95	0.7601474859933272
621	0.24023453870158368	0.006339129351555528	71	0.7597654612984164
622	0.23587183107457937	0.011256162949639319	97	0.7641281689254207
623	0.23170085523890033	0.008204628894666954	84	0.7682991447610996
624	0.23227029506191715	0.007545875068309571	96	0.7677297049380829
625	0.2455438546003939	0.003145783828787646	49	0.7544561453996061
626	0.23701196974738528	0.006519255285404557	76	0.7629880302526147
627	0.2830873135066594	0.008463515783705734	94	0.7169126864933406
628	0.25597507126990837	0.009393347701578385	95	0.7440249287300916
629	0.23189168772538826	0.011835788807541341	99	0.7681083122746117
630	0.2586274809572201	0.0064214490469621495	97	0.7413725190427799
631	0.23359820858476396	0.006452112312725146	67	0.766401791415236
632	0.23909601877748501	0.0072565576725545896	91	0.760903981222515
633	0.23928469293236326	0.007031669011220081	69	0.7607153070676367
634	0.23758104984846712	0.004413404436349338	58	0.7624189501515328
635	0.24345872640448935	0.006640964353395588	98	0.7565412735955106
636	0.2428887469985701	0.006118976538146301	60	0.7571112530014299
637	0.23966761693211147	0.00779791090719583	99	0.7603323830678885
638	0.24592282165885768	0.005044142981261853	49	0.7540771783411423
639	0.2347351097601554	0.009187767042225774	98	0.7652648902398446
640	0.23208000215833163	0.007169336226103906	85	0.7679199978416684
641	0.24611185553567094	0.005874905582174001	94	0.7538881444643291
642	0.2356829770587336	0.008844419388363696	98	0.7643170229412664
643	0.2464897434283299	0.01127530663289904	52	0.75351025657167
644	0.2381474320350369	0.011882346727276963	82	0.761852567964963
645	0.2508510121675945	0.007429982035277351	47	0.7491489878324056
646	0.24611059650889863	0.00867591375304515	54	0.7538894034911013
647	0.24213153232551238	0.003792128598744729	79	0.7578684676744876
648	0.24061422520391734	0.004951861144430329	64	0.7593857747960826
649	0.2514229700441558	0.013279020051660893	45	0.7485770299558442
650	0.24326825363993634	0.005006997575564956	70	0.7567317463600637
651	0.240045324963803	0.010642079930795918	69	0.759954675036197
652	0.24042591077097403	0.007347117180866397	72	0.7595740892290259
653	0.2385283775641429	0.005972105514009452	51	0.7614716224358571
654	0.24213117260357744	0.012496423623225126	95	0.7578688273964226
655	0.24383787332392065	0.006529142034934549	68	0.7561621266760794
656	0.24118132683435706	0.005435631667993451	95	0.758818673165643
657	0.24137377806955224	0.008707107324567462	72	0.7586262219304478
658	0.23701304891319014	0.009473564745537752	99	0.7629869510868099
659	0.245733607921077	0.010051510005417147	94	0.754266392078923
660	0.2370085523890033	0.009460785600048496	86	0.7629914476109967
661	0.24648992328929736	0.014097122452768262	42	0.7535100767107026
662	0.23852801784220795	0.010551173864524852	66	0.761471982157792
663	0.267351097601554	0.006451101520226911	98	0.7326489023984459
664	0.2296155471820283	0.005448356478009502	95	0.7703844528179717
665	0.25900806676439114	0.010551310215084774	93	0.7409919332356089
666	0.24251103896687862	0.008092155607825237	82	0.7574889610331214
667	0.23814815147890683	0.008170476319834403	92	0.7618518485210932
668	0.2434551291851399	0.012096736299084726	84	0.7565448708148601
669	0.24042519132710413	0.0050586824088479495	91	0.7595748086728958
670	0.24706098186102143	0.010181989156864264	59	0.7529390181389786
671	0.24042375243936437	0.007126159353307608	97	0.7595762475606356
672	0.24307957948505807	0.013093140714397001	83	0.7569204205149419
673	0.2396661780443717	0.007890255869215927	74	0.7603338219556283
674	0.2362522370207829	0.009228778896160236	54	0.7637477629792171
675	0.2519904313965305	0.004434813036824022	98	0.7480095686034696
676	0.23606410244880704	0.007873553504551392	70	0.763935897551193
677	0.23303092709335682	0.006878696287686616	88	0.7669690729066432
678	0.24194267830966662	0.0040597399063510365	60	0.7580573216903334
679	0.2434572875167495	0.0053555626621051835	99	0.7565427124832504
680	0.2400447853809006	0.009858368635225101	51	0.7599552146190994
681	0.23359712941895916	0.006470721821011069	90	0.7664028705810408
682	0.23776684622786587	0.009837405760628817	98	0.7622331537721341
683	0.25161110461613173	0.006749974736364958	47	0.7483888953838682
684	0.24687212784517568	0.00993275931664251	55	0.7531278721548244
685	0.24952579655925972	0.011233350058248862	67	0.7504742034407403
686	0.2400458645467054	0.008084344508068117	55	0.7599541354532946
687	0.24857756953874652	0.007115488879285774	52	0.7514224304612535
688	0.25312985062546656	0.01344297425502123	49	0.7468701493745334
689	0.23644073131469373	0.008725158160857449	97	0.7635592686853063
690	0.24288910672050507	0.009862465654192083	99	0.757110893279495
691	0.24023705675512827	0.008334338457367278	82	0.7597629432448717
692	0.2438380531848881	0.002989403860098634	98	0.756161946815112
693	0.24270115200949666	0.005412519058539656	61	0.7572988479905034
694	0.23795929746306105	0.008356648033346669	98	0.7620407025369389
695	0.23909619863845247	0.007481501360462459	71	0.7609038013615476
696	0.24800830957669723	0.005734468681731249	39	0.7519916904233028
697	0.24478628020540122	0.008731044096620748	57	0.7552137197945987
698	0.2328375765533243	0.00963314644786349	96	0.7671624234466757
699	0.2409930124014137	0.010933979168361833	65	0.7590069875985863
700	0.23132224790237146	0.011631320067492923	99	0.7686777520976286
701	0.2387161524141838	0.008081564228175048	98	0.7612838475858161
702	0.23738985764004425	0.0044515401812185214	79	0.7626101423599557
703	0.25180193710261967	0.0053784698898125495	97	0.7481980628973803
704	0.24099355198431613	0.008400800493564144	81	0.7590064480156838
705	0.2402325602309415	0.013070334509049248	99	0.7597674397690585
706	0.24478771909314098	0.007539744545546916	87	0.755212280906859
707	0.24326861336187128	0.005631203479428186	94	0.7567313866381287
708	0.2646954504168278	0.006300263400323087	96	0.7353045495831723
709	0.2328388355800966	0.009105180871303785	88	0.7671611644199035
710	0.24175202568414617	0.009422075827497588	97	0.7582479743158539
711	0.2307526282183872	0.009308618280777496	99	0.7692473717816128
712	0.24365027833484715	0.01137580833603965	65	0.7563497216651529
713	0.23891094184195616	0.01927100483856993	75	0.7610890581580438
714	0.24307868018022066	0.00810538875848124	65	0.7569213198197793
715	0.23663354227182384	0.004402427386823046	99	0.7633664577281761
716	0.26564169896669876	0.004438419061530523	99	0.7343583010333012
717	0.23985557164311982	0.006581951304523566	57	0.7601444283568801
718	0.2472510949036395	0.005085866289862875	82	0.7527489050963605
719	0.2455440344613614	0.010222548833247603	52	0.7544559655386386
720	0.25331870464131223	0.005878107666604122	99	0.7466812953586878
721	0.23834096243603695	0.008048719171148301	77	0.761659037563963
722	0.22790848673975014	0.011072486310395218	90	0.7720915132602498
723	0.2510402259053751	0.01127782163385836	53	0.7489597740946249
724	0.233788681349317	0.006989878536588707	97	0.766211318650683
725	0.23966599818340423	0.004870010148099768	72	0.7603340018165958
726	0.2406129661771451	0.009584270489824779	59	0.7593870338228549
727	0.23739039722294666	0.010046055404143796	95	0.7626096027770534
728	0.2328408140507388	0.008711861721529034	99	0.7671591859492612
729	0.25388526668884953	0.008811090242021853	43	0.7461147333111504
730	0.24838727663516105	0.004854202017969484	65	0.751612723364839
731	0.31569988398967597	0.010729875492070974	26	0.684300116010324
732	0.2459222820759553	0.005054428202719952	66	0.7540777179240448
733	0.2538874250204592	0.005294152946821436	97	0.7461125749795408
734	0.2425063625817243	0.012291311001878273	60	0.7574936374182757
735	0.2339784346700001	0.00959065713817093	67	0.7660215653299999
736	0.2349257623856759	0.0056237111643582536	97	0.7650742376143241
737	0.23378526399093502	0.010466017006113215	96	0.766214736009065
738	0.2413730586256823	0.00774619600193357	86	0.7586269413743176
739	0.31816415910501183	0.009718639877596014	14	0.6818358408949882
740	0.24345872640448935	0.00426930649760704	59	0.7565412735955106
741	0.24914808852756817	0.006736413625143966	29	0.7508519114724318
742	0.2745534501830086	0.00553087262567706	96	0.7254465498169914
743	0.2455443941832963	0.0074940529770652	99	0.7544556058167037
744	0.2620414219808088	0.006871899155079696	99	0.7379585780191912
745	0.24819770317544537	0.009287452575749129	99	0.7518022968245546
746	0.25028301123231744	0.009686452945736605	50	0.7497169887676826
747	0.24725325323524916	0.013776815568107222	72	0.7527467467647508
748	0.24819500526093333	0.014569616855219672	59	0.7518049947390667
749	0.23663210338408408	0.012168381616858452	99	0.7633678966159159
750	0.24402636761783142	0.0073257764626831826	78	0.7559736323821686
751	0.24554151640781674	0.0083401324340834	41	0.7544584835921833
752	0.2753131829096109	0.008791671574438626	99	0.7246868170903891
753	0.23302822917884475	0.0106604650183112	98	0.7669717708211552
754	0.23340575734956878	0.012564637300567246	97	0.7665942426504312
755	0.24857667023390917	0.01133772089320477	97	0.7514233297660908
756	0.2421326114913172	0.007354895662395001	67	0.7578673885086828
757	0.24194034011708948	0.005005889128358969	71	0.7580596598829106
758	0.242698993677887	0.008924045606422876	57	0.7573010063221131
759	0.24345782709965197	0.004962007108825992	74	0.7565421729003481
760	0.23777026358624784	0.009840858766654513	95	0.7622297364137521
761	0.24232092592426055	0.008103478264567001	96	0.7576790740757394
762	0.2392873908468754	0.013147829114412465	98	0.7607126091531247
763	0.24251067924494368	0.003778003644525053	98	0.7574893207550564
764	0.3083036412852865	0.008713455215748235	38	0.6916963587147136
765	0.29086036493790307	0.010480269756357978	99	0.7091396350620969
766	0.24364937903000977	0.006959654966351386	67	0.7563506209699902
767	0.24269953326078939	0.008441936971760327	59	0.7573004667392106
768	0.23720244251193826	0.007264209737631078	96	0.7627975574880618
769	0.23606356286590463	0.010803805460349798	92	0.7639364371340953
770	0.23511443654055414	0.007848898566934687	98	0.7648855634594458
771	0.24705990269521658	0.007931168082231415	56	0.7529400973047834
772	0.23928523251526573	0.007124362077573629	98	0.7607147674847343
773	0.23909907641393202	0.009714667018723635	99	0.760900923586068
774	0.2563513404138601	0.005387502230894016	99	0.7436486595861399
775	0.2347324118456433	0.012543314590524792	98	0.7652675881543567
776	0.23985701053085967	0.012596276066123957	84	0.7601429894691403
777	0.2434594458483592	0.004747568804691157	54	0.7565405541516408
778	0.27796721134562985	0.006651253188097909	99	0.7220327886543702
779	0.23814671259116701	0.009287486822416082	96	0.761853287408833
780	0.2339775353651627	0.012179607777983275	98	0.7660224646348373
781	0.29010243082097537	0.007219581469703102	98	0.7098975691790246
782	0.23985395289441264	0.00585826376160221	64	0.7601460471055874
783	0.23625457521336007	0.007977309074963334	95	0.76374542478664
784	0.27777763788591414	0.008322980042949013	99	0.7222223621140859
785	0.2362529564646528	0.007315335163245566	99	0.7637470435353472
786	0.23814923064471163	0.008710851460509513	77	0.7618507693552884
787	0.24061170715037278	0.013565628151102314	46	0.7593882928496272
788	0.2377697240033454	0.008785320148459856	69	0.7622302759966546
789	0.23568603469518062	0.00805791973471333	97	0.7643139653048194
790	0.25597309279926617	0.0036731670562233924	98	0.7440269072007338
791	0.2593873935447899	0.006376907024829894	96	0.7406126064552101
792	0.2358732699623191	0.008526807726229525	88	0.7641267300376808
793	0.24156245222443049	0.00825182153482854	98	0.7584375477755695
794	0.2377686448375406	0.00994855423496466	97	0.7622313551624594
795	0.2722783888054534	0.005270726317621425	97	0.7277216111945466
796	0.28782629027761536	0.01019699509596879	97	0.7121737097223846
797	0.24592372096369508	0.010572366409123138	98	0.7540762790363049
798	0.32233531480165833	0.012282334210429662	48	0.6776646851983417
799	0.23985557164311982	0.007306486846023573	65	0.7601444283568801
800	0.2383380846605574	0.009598511598757832	64	0.7616619153394426
801	0.23549484248675773	0.009082290701021255	99	0.7645051575132422
802	0.2468706889574359	0.006100464107443489	85	0.7531293110425641
803	0.2762601509033517	0.009467890655624981	99	0.7237398490966482
804	0.2529388382780111	0.004690691741800483	99	0.7470611617219889
805	0.2512324972796029	0.002614827999186632	51	0.748767502720397
806	0.23871885032869594	0.004727857440958173	96	0.7612811496713041
807	0.23776882469850805	0.008276851264253085	97	0.762231175301492
808	0.23928613182010303	0.0113642371940347	97	0.760713868179897
809	0.23758104984846712	0.00893611442713019	92	0.7624189501515328
810	0.231512540805957	0.009065680024696815	97	0.7684874591940429
811	0.24744102808529006	0.005560386319170287	52	0.7525589719147099
812	0.2457343273649469	0.0063477599810449125	49	0.7542656726350531
813	0.24497477449931204	0.009436890516375909	68	0.755025225500688
814	0.23890536615196453	0.011806319493097092	75	0.7610946338480354
815	0.24250924035720392	0.004518688218887308	96	0.7574907596427961
816	0.2455449337661987	0.013378340320553182	99	0.7544550662338013
817	0.2347343903162855	0.010138595471025788	84	0.7652656096837145
818	0.2370112503035154	0.006843547571545065	89	0.7629887496964847
819	0.24914682950079586	0.006156755578840951	99	0.7508531704992041
820	0.24573378778204447	0.008206035046117383	59	0.7542662122179555
821	0.24213045315970755	0.0027192306644203057	99	0.7578695468402925
822	0.24099247281851127	0.005686044804474833	97	0.7590075271814887
823	0.2525593316366449	0.012019973291891417	76	0.7474406683633551
824	0.23796091621176832	0.009411836013432727	97	0.7620390837882317
825	0.260332562928856	0.003974161636796434	59	0.739667437071144
826	0.23625133771594556	0.006936714457936485	94	0.7637486622840545
827	0.240044965241868	0.008102208450892098	97	0.759955034758132
828	0.23663138394021424	0.01043686915356758	75	0.7633686160597858
829	0.23852801784220795	0.004143604319021323	80	0.761471982157792
830	0.23208090146316898	0.005690532577342162	52	0.767919098536831
831	0.32119535598981985	0.012054023404544234	12	0.6788046440101801
832	0.238908963371314	0.005949486245582049	91	0.761091036628686
833	0.2455442143223288	0.0065949812125028736	97	0.7544557856776712
834	0.2736064821892677	0.001556321933603259	97	0.7263935178107324
835	0.23037527990863066	0.006985762318705369	97	0.7696247200913693
836	0.2612829482809788	0.007778080715300224	96	0.7387170517190211
837	0.2364448681169456	0.00907657336305799	62	0.7635551318830545
838	0.23985755011376209	0.008247249682006798	99	0.7601424498862379
839	0.2523690387330593	0.007604115653918805	55	0.7476309612669407
840	0.23321888180436523	0.008689470892904502	82	0.7667811181956348
841	0.23776972400334545	0.007624608770146789	55	0.7622302759966546
842	0.25711053355756	0.0049664299445464095	98	0.74288946644244
843	0.2360639225878396	0.00702342665923887	85	0.7639360774121604
844	0.24213207190841474	0.007311715022538698	84	0.7578679280915852
845	0.2404215941077547	0.018619542517971648	98	0.7595784058922452
846	0.23644414867307573	0.009096101906232062	97	0.7635558513269243
847	0.2423203863413581	0.010243967215281658	77	0.7576796136586419
848	0.2451647076809626	0.00974477008957854	75	0.7548352923190373
849	0.24952651600312956	0.007394145492880316	49	0.7504734839968704
850	0.2506632373175536	0.006835907813085624	44	0.7493367626824464
851	0.24478394201282408	0.008414630649522999	99	0.755216057987176
852	0.24023453870158368	0.006616522545764398	92	0.7597654612984164
853	0.23113123555491605	0.010760750034724181	75	0.768868764445084
854	0.23682113726089732	0.003934676607798266	85	0.7631788627391027
855	0.23909565905555005	0.010488041816245458	76	0.7609043409444499
856	0.24611239511857336	0.008387403746439285	93	0.7538876048814267
857	0.24781873611698155	0.006609318106989691	50	0.7521812638830184
858	0.26659082529204925	0.006897325209149058	99	0.7334091747079508
859	0.25161146433806664	0.006763135954211696	47	0.7483885356619333
860	0.23776882469850805	0.009318513622414894	58	0.762231175301492
861	0.2466820148025576	0.0014215014324504749	35	0.7533179851974424
862	0.23511731431603372	0.005818956619354177	97	0.7648826856839663
863	0.23473457017725297	0.012097649796033613	73	0.765265429822747
864	0.23814599314729717	0.012215258134211418	84	0.7618540068527029
865	0.24099247281851127	0.005993739665797217	73	0.7590075271814887
866	0.24630088941248413	0.007221181946783149	58	0.7536991105875159
867	0.24345782709965197	0.008031986168173999	66	0.7565421729003481
868	0.23170067537793287	0.006624214099610015	76	0.7682993246220671
869	0.23530508916607462	0.007147214915288373	98	0.7646949108339254
870	0.2726591544735919	0.006311676765184707	98	0.7273408455264081
871	0.2373907569448816	0.00820420809841603	97	0.7626092430551183
872	0.23682041781702745	0.007123252467278781	96	0.7631795821829725
873	0.30508215149689294	0.010880670227268414	33	0.6949178485031071
874	0.2891542038004623	0.009007130648920357	98	0.7108457961995377
875	0.25237101720370153	0.006191267167038081	40	0.7476289827962985
876	0.24213153232551238	0.01224201223651891	69	0.7578684676744876
877	0.2408039785246005	0.004566447679171101	97	0.7591960214753994
878	0.23322014083113754	0.004053994325634968	98	0.7667798591688625
879	0.24042357257839692	0.010068390610611478	57	0.759576427421603
880	0.2495274153079669	0.007569465430268429	52	0.750472584692033
881	0.24895851506785255	0.006128880466412303	96	0.7510414849321474
882	0.23208162090703882	0.008708136282488933	98	0.7679183790929611
883	0.23568531525131076	0.014655870276212327	89	0.7643146847486892
884	0.2438385927677905	0.007405941061441487	62	0.7561614072322095
885	0.2375790713778249	0.005707594211184015	98	0.762420928622175
886	0.23549466262579027	0.005882702519905362	80	0.7645053373742097
887	0.2349257623856759	0.006372648697148385	61	0.7650742376143241
888	0.2373893180571418	0.0051034209467109674	97	0.7626106819428582
889	0.251993668893945	0.008921658195019574	89	0.748006331106055
890	0.25445506623380126	0.004466980204922904	98	0.7455449337661988
891	0.2472491164329973	0.01173701451469959	45	0.7527508835670027
892	0.24402744678363625	0.009263352194377874	75	0.7559725532163637
893	0.25256023094148217	0.0013787637320609623	82	0.7474397690585178
894	0.2453546408626132	0.006127455861077002	98	0.7546453591373868
895	0.23890626545680188	0.010839662374091537	75	0.7610937345431981
896	0.24364776028130258	0.004664414127632026	95	0.7563522397186975
897	0.24516578684676746	0.009808898256340506	99	0.7548342131532325
898	0.23985755011376209	0.008181624803087977	73	0.7601424498862379
