parameter_search_idx	min_test_merror_mean	min_test_merror_std	min_test_merror_mean_idx	max_test_accuracy_mean
144	0.24535464086261322	0.00386066243712862	51	0.7546453591373867
145	0.25653893540293354	0.012675611989145847	67	0.7434610645970665
146	0.23776900455947553	0.005650664394950811	73	0.7622309954405244
147	0.2404235725783969	0.004284330318250696	86	0.7595764274216031
148	0.24194213872676423	0.00432748319455001	95	0.7580578612732358
149	0.2430785003192532	0.007380493670193778	96	0.7569214996807467
150	0.23833844438249235	0.0036868088010132342	58	0.7616615556175077
151	0.23264980170328337	0.004213102769325128	96	0.7673501982967166
152	0.26943550635358865	0.005022519289389902	41	0.7305644936464113
153	0.24080217991492575	0.01654517448277902	49	0.7591978200850742
154	0.2428887469985701	0.00915434424332097	96	0.7571112530014299
155	0.23283919530203154	0.006404216360364236	94	0.7671608046979684
156	0.2434581868215869	0.009051769015604215	62	0.7565418131784131
157	0.23682113726089732	0.005496935475850468	76	0.7631788627391027
158	0.24857900842648634	0.00856025719681388	51	0.7514209915735137
159	0.24023597758932347	0.014396977431777742	69	0.7597640224106765
160	0.24307760101441586	0.008900249244828058	60	0.7569223989855841
161	0.23947480597498133	0.006995936484693064	72	0.7605251940250186
162	0.24781891597794906	0.006776865642011698	90	0.752181084022051
163	0.25957588783870067	0.004334091024520079	98	0.7404241121612993
164	0.24175202568414617	0.006485058772439148	62	0.7582479743158539
165	0.23321888180436523	0.0067319316121486625	95	0.7667811181956348
166	0.23416818799068323	0.006695300874893696	99	0.7658318120093168
167	0.23852855742511037	0.005702343201413835	93	0.7614714425748896
168	0.2686764930708563	0.002715697656136105	97	0.7313235069291437
169	0.24137305862568237	0.004279644893124341	64	0.7586269413743176
170	0.24383661429714829	0.009646778763676048	66	0.7561633857028517
171	0.23966581832243677	0.010968399405701173	75	0.7603341816775633
172	0.2428880275547002	0.00950264248687693	74	0.7571119724452998
173	0.24630232830022392	0.0032825978893176702	50	0.7536976716997761
174	0.2364409111756612	0.010890928470429866	70	0.7635590888243388
175	0.23758122970943463	0.004660677470747176	97	0.7624187702905654
176	0.23738913819617435	0.008937189753391547	62	0.7626108618038256
177	0.2385271185373706	0.011289390471030959	67	0.7614728814626294
178	0.2406142252039174	0.00793565953064238	99	0.7593857747960826
179	0.2591956617534646	0.0062590647180835665	99	0.7408043382465355
180	0.24004424579799816	0.004860677339825555	68	0.7599557542020019
181	0.24364560194969287	0.013267346454162986	53	0.7563543980503071
182	0.2502846299810247	0.0053712122564007645	99	0.7497153700189754
183	0.24288892685953756	0.007376787609990697	49	0.7571110731404624
184	0.23625133771594556	0.008411837394228214	91	0.7637486622840545
185	0.24440515481532774	0.004588007080537193	99	0.7555948451846722
186	0.23321888180436523	0.008089761266109068	96	0.7667811181956348
187	0.24156317166830038	0.005309959771049599	64	0.7584368283316996
188	0.24364722069840017	0.008579689735312241	76	0.7563527793015998
189	0.2667812980566023	0.003165232449980171	99	0.7332187019433978
190	0.24137341834761733	0.013002807883226941	80	0.7586265816523827
191	0.23719812584871894	0.009561971577151999	73	0.7628018741512811
192	0.23852567964963084	0.013430563797703585	55	0.7614743203503691
193	0.2360632031439697	0.002895054245309412	84	0.7639367968560303
194	0.23985629108698978	0.0022032387079558716	99	0.7601437089130102
195	0.24288964630340745	0.00638316726487483	62	0.7571103536965925
196	0.24478646006636867	0.006631530760570632	97	0.7552135399336313
197	0.23682419489734435	0.010727210873790697	98	0.7631758051026556
198	0.24080487782943782	0.00651903426445663	53	0.7591951221705622
199	0.2451647076809626	0.008136956851053022	71	0.7548352923190373
200	0.24118186641725944	0.010855258565783859	67	0.7588181335827405
201	0.2554045522810867	0.011983071442754624	45	0.7445954477189133
202	0.24099193323560889	0.009521856000461876	74	0.7590080667643911
203	0.24307868018022072	0.013076541975911949	67	0.7569213198197793
204	0.24023256023094147	0.010509883055603773	66	0.7597674397690586
205	0.23245914907776286	0.005871674534666257	78	0.7675408509222371
206	0.24421737996528683	0.013554387970679326	70	0.7557826200347132
207	0.23606410244880704	0.004466012957171249	91	0.763935897551193
208	0.27626140993012405	0.006410733110960695	96	0.723738590069876
209	0.24421666052141697	0.0063509933389240564	72	0.755783339478583
210	0.23928631168107053	0.008822538856416835	63	0.7607136883189295
211	0.23833898396539474	0.007896990237747585	63	0.7616610160346052
212	0.23530472944413966	0.007622592519843234	91	0.7646952705558603
213	0.2457323488943047	0.00796366341662048	68	0.7542676511056953
214	0.28403374191749775	0.008724420786267482	96	0.7159662580825022
215	0.23701107044254793	0.005997482404912027	75	0.7629889295574521
216	0.2343583010333013	0.0065892873317685416	95	0.7656416989666988
217	0.24137197945987748	0.0057353858643012755	53	0.7586280205401226
218	0.2354957417915951	0.007086275750244449	94	0.764504258208405
219	0.24478592048346628	0.005213123232451895	96	0.7552140795165337
220	0.24478502117862894	0.006355973928023217	41	0.7552149788213711
221	0.2815701862460318	0.0038063550199394273	99	0.7184298137539682
222	0.23208270007284368	0.007962413543087498	93	0.7679172999271563
223	0.23985431261634757	0.00724205218059188	79	0.7601456873836524
224	0.23530347041736738	0.008134384200786061	83	0.7646965295826327
225	0.2440243891471892	0.010688161203154299	39	0.7559756108528108
226	0.247819275699884	0.00694674836895006	99	0.752180724300116
227	0.24763024182307075	0.004791149996105562	42	0.7523697581769293
228	0.25085227119436676	0.00572650127112145	95	0.7491477288056332
229	0.24061548423068965	0.008086452573719228	99	0.7593845157693103
230	0.2372015432071009	0.010850711828714587	69	0.7627984567928991
231	0.24364668111549773	0.007418413787830468	80	0.7563533188845023
232	0.24421702024335187	0.001770445607358199	58	0.7557829797566481
233	0.23587273037941672	0.0044312130718045266	97	0.7641272696205833
234	0.23909727780425732	0.007172216054092787	71	0.7609027221957427
235	0.249333525185032	0.014037046691063353	50	0.7506664748149681
236	0.25085406980404146	0.005006642417396427	99	0.7491459301959585
237	0.262798816514834	0.003677863524978713	99	0.737201183485166
238	0.23208126118510392	0.004133920094105347	69	0.767918738814896
239	0.23928703112494037	0.009896519548711232	76	0.7607129688750596
240	0.2468706889574359	0.00976910327842167	78	0.7531293110425641
241	0.23776954414237794	0.01143006060736737	70	0.7622304558576221
242	0.24042195382968962	0.007320035296729451	75	0.7595780461703103
243	0.23872028921643568	0.009213730258250712	86	0.7612797107835643
244	0.25198737376008346	0.010804033085573225	47	0.7480126262399165
245	0.234356682284594	0.007599050176203328	72	0.7656433177154061
246	0.24383589485327845	0.007931143772306255	82	0.7561641051467216
247	0.24857685009487668	0.0041062554308056755	46	0.7514231499051234
248	0.24611365414534564	0.003142193236810929	46	0.7538863458546543
249	0.2389087835103465	0.0069716383254412205	99	0.7610912164896535
250	0.25199205014523773	0.004324047151323328	97	0.7480079498547623
251	0.23473672850886268	0.0106389913332627	98	0.7652632714911374
252	0.2396650988785669	0.01088743820268582	97	0.7603349011214331
253	0.2383384443824923	0.006451687725355531	56	0.7616615556175077
254	0.24137251904277993	0.003185679563143338	89	0.7586274809572201
255	0.2389050064300296	0.009543616596200356	96	0.7610949935699705
256	0.2531289513206291	0.007232084398969952	99	0.7468710486793708
257	0.2480104679083069	0.01034026640614647	64	0.7519895320916932
258	0.25938505535221273	0.004553870478902707	94	0.7406149446477872
259	0.23644181048049856	0.006088400081169878	96	0.7635581895195014
260	0.2411849240537065	0.007607298526738131	80	0.7588150759462935
261	0.23340791568117844	0.007993347104543679	99	0.7665920843188215
262	0.23985341331151017	0.007313851050804125	87	0.7601465866884898
263	0.24042591077097403	0.004162123533516734	68	0.7595740892290259
264	0.23814869106180922	0.010797997041093906	63	0.7618513089381908
265	0.24251157854978103	0.0073901048262711416	68	0.757488421450219
266	0.24326771405703393	0.006056183394862708	96	0.756732285942966
267	0.3083045405901238	0.01295167446595541	33	0.6916954594098762
268	0.24649028301123233	0.011173962948081576	65	0.7535097169887677
269	0.2499060226444958	0.0124851740185627	60	0.7500939773555042
270	0.24971554987994277	0.004998599384849749	50	0.7502844501200572
271	0.25862514276464293	0.010563555008015308	84	0.7413748572353571
272	0.24383733374101818	0.007065043348009108	94	0.7561626662589818
273	0.24535482072358067	0.004933295732105585	99	0.7546451792764193
274	0.2705729471118825	0.004684625695070969	96	0.7294270528881175
275	0.26090218261284026	0.007038691923961882	98	0.7390978173871597
276	0.2428874879717978	0.009602923049879326	52	0.7571125120282022
277	0.24459742618955546	0.005616791527943693	37	0.7554025738104445
278	0.2370112503035154	0.013582233006813521	76	0.7629887496964847
279	0.23947804347239582	0.004923429954711004	51	0.7605219565276042
280	0.23890842378841154	0.011496176315510304	78	0.7610915762115884
281	0.23814923064471163	0.010333716478964377	93	0.7618507693552884
282	0.23720136334613345	0.002498853311488736	75	0.7627986366538666
283	0.23189186758635572	0.004110909229008174	75	0.7681081324136443
284	0.24800902902056712	0.0030258175578730586	97	0.7519909709794329
285	0.24004622426864036	0.008227364693877541	98	0.7599537757313597
286	0.23056431378544384	0.013071886606333101	94	0.7694356862145562
287	0.2635583693804689	0.01129390207489969	99	0.7364416306195312
288	0.32062897380325006	0.007962611815063117	26	0.6793710261967499
289	0.23795875788015866	0.003677281738465505	84	0.7620412421198414
290	0.2400458645467054	0.00874628127148812	73	0.7599541354532946
291	0.2751225302840904	0.007494503114437056	97	0.7248774697159096
292	0.23833826452152485	0.007667557425217758	64	0.7616617354784752
293	0.2383388041044273	0.005821184404566654	80	0.7616611958955727
294	0.24687194798420822	0.008093558445203854	98	0.7531280520157918
295	0.2662131172603578	0.0048583524364243375	97	0.7337868827396422
296	0.24819590456577068	0.007924400176998568	79	0.7518040954342293
297	0.23568441594647335	0.008186434558591743	92	0.7643155840535266
298	0.2409930124014137	0.003915535752787111	98	0.7590069875985863
299	0.2455456532100686	0.008667721376664992	99	0.7544543467899314
300	0.23852819770317546	0.004196733937180432	76	0.7614718022968245
301	0.24933568351664165	0.005329719884302444	53	0.7506643164833584
302	0.23663120407924673	0.006987938864772723	98	0.7633687959207532
303	0.23075388724515947	0.006390139868956213	97	0.7692461127548406
304	0.2406135057600475	0.006998531413668956	61	0.7593864942399525
305	0.2447839420128241	0.011484806190634628	71	0.7552160579871758
306	0.2396672572101765	0.01308876496456683	97	0.7603327427898234
307	0.24004604440767285	0.0056904784570727404	75	0.7599539555923271
308	0.24213297121325214	0.006144021363453665	66	0.7578670287867478
309	0.23833952354829718	0.006573848768568823	99	0.7616604764517028
310	0.24175274512801606	0.006621708293461337	99	0.758247254871984
311	0.2466821946635251	0.009226448058384582	48	0.7533178053364749
312	0.25142099157351366	0.00440123372848659	98	0.7485790084264863
313	0.2411822261391944	0.004295694971652741	40	0.7588177738608056
314	0.23606266356106728	0.007430649931386171	99	0.7639373364389327
315	0.23871867046772843	0.012226435909273033	76	0.7612813295322716
316	0.2385281977031754	0.009071998107963043	98	0.7614718022968245
317	0.23985557164311988	0.0032029726937404346	84	0.7601444283568801
318	0.23340863512504834	0.0034792540787011946	95	0.7665913648749516
319	0.23606284342203473	0.008766905379805052	79	0.7639371565779652
320	0.2379594773240285	0.00669035434898827	80	0.7620405226759714
321	0.2643159437754615	0.009091919381181349	98	0.7356840562245385
322	0.24213045315970755	0.01107950836382159	92	0.7578695468402925
323	0.24270133187046414	0.007213054272579159	75	0.7572986681295358
324	0.23473636878692772	0.006847811124612916	91	0.7652636312130723
325	0.23947642472368855	0.004455648216968892	62	0.7605235752763114
326	0.25066377690045594	0.005743047765289673	59	0.7493362230995441
327	0.267157207478619	0.007628228323309392	14	0.732842792521381
328	0.239857909835697	0.008060335206250003	60	0.760142090164303
329	0.23454697518817955	0.010327201428574536	99	0.7654530248118204
330	0.2404224934125921	0.010499356047245797	98	0.759577506587408
331	0.32081728823619343	0.011829783448177447	32	0.6791827117638065
332	0.2356827971977661	0.008097332853215487	95	0.7643172028022339
333	0.23966707734920906	0.009237653854316684	71	0.7603329226507909
334	0.23587380954522152	0.0064844140315806304	85	0.7641261904547785
335	0.2610931949602957	0.010557070238482593	98	0.7389068050397043
336	0.24648938370639498	0.010232006028209215	53	0.753510616293605
337	0.2493353237947067	0.011725402513942409	70	0.7506646762052933
338	0.23757817207298756	0.010306280348090037	98	0.7624218279270124
339	0.24213171218647983	0.006408042830637587	79	0.7578682878135201
340	0.24687086881840337	0.007880301013618429	52	0.7531291311815966
341	0.24687104867937087	0.007724658863838513	97	0.7531289513206292
342	0.2529368598073689	0.011832308764690163	32	0.7470631401926311
343	0.23947462611401385	0.006886725038333675	76	0.7605253738859862
344	0.24174986735253645	0.0068155457502561525	50	0.7582501326474635
345	0.23625277660368535	0.003728140328109058	98	0.7637472233963146
346	0.23777152261302015	0.004117996190232885	82	0.7622284773869799
347	0.30413266544960743	0.008241472931017896	53	0.6958673345503925
348	0.2656442170202433	0.008231967993950486	99	0.7343557829797567
349	0.2466796766099805	0.01149308634562545	49	0.7533203233900195
350	0.24895815534591761	0.0064007062628232796	98	0.7510418446540824
351	0.22980727897335357	0.0065522801533656186	96	0.7701927210266464
352	0.236632822827954	0.012048822627160298	83	0.763367177172046
353	0.26109229565545833	0.0042298484017966095	81	0.7389077043445417
354	0.23701214960835273	0.008295892367546227	99	0.7629878503916473
355	0.30925168844483214	0.007175236828342722	31	0.6907483115551678
356	0.2339789742529025	0.008659713340947426	84	0.7660210257470975
357	0.23530526902704207	0.008314802732326602	79	0.7646947309729579
358	0.23397681592129285	0.01293930663611438	99	0.7660231840787072
359	0.23302822917884475	0.0052339356604852545	99	0.7669717708211552
360	0.25104184465408236	0.007487525709267338	45	0.7489581553459177
361	0.23758140957040208	0.008212884351465322	85	0.7624185904295979
362	0.2971171884133565	0.008837955276571096	99	0.7028828115866435
363	0.24023579772835596	0.011175216053824995	70	0.759764202271644
364	0.24591904457854077	0.014302179381005751	47	0.7540809554214593
365	0.23511533584539152	0.006331725073505517	78	0.7648846641546085
366	0.2334062969324712	0.008559907034448692	99	0.7665937030675288
367	0.23814905078374418	0.011052353650410148	71	0.7618509492162558
368	0.23795821829725625	0.006399464081035229	59	0.7620417817027437
369	0.2417523854060811	0.008922275392058716	99	0.7582476145939189
370	0.23909691808232236	0.007645860905429044	94	0.7609030819176776
371	0.24649100245510222	0.0064103525137742525	67	0.7535089975448978
372	0.24345962570932667	0.008240929986139801	50	0.7565403742906733
373	0.23795929746306105	0.00449877683441041	85	0.7620407025369389
374	0.23037545976959808	0.004365184090744328	98	0.7696245402304019
375	0.24478538090056387	0.013799714175271587	47	0.7552146190994361
376	0.2390967382213549	0.01515916806635501	61	0.7609032617786451
377	0.24156353139023534	0.006964337099437742	91	0.7584364686097647
378	0.2313227874852739	0.011439151026820452	82	0.7686772125147261
379	0.24478610034443374	0.006535979434769883	78	0.7552138996555663
380	0.2425090604962364	0.007501622084312873	69	0.7574909395037636
381	0.23663210338408408	0.010138417500848774	99	0.7633678966159159
382	0.23928487279333072	0.006450993203040358	69	0.7607151272066692
383	0.23227155408868944	0.006914147506613291	99	0.7677284459113105
384	0.24364937903000977	0.006478266732507941	67	0.7563506209699902
385	0.25085047258469206	0.011898463617568496	67	0.7491495274153079
386	0.25559358615789995	0.004515220986558973	97	0.7444064138421
387	0.25767799490993465	0.005352408078476998	99	0.7423220050900654
388	0.2400444256589656	0.0065661696947162855	56	0.7599555743410344
389	0.2385278379812405	0.0056410123688796785	68	0.7614721620187594
390	0.23966563846146932	0.008573345254423754	71	0.7603343615385307
391	0.2466821946635251	0.009187414317505083	98	0.7533178053364749
392	0.24307598226570862	0.010003760335409971	55	0.7569240177342914
393	0.24137126001600762	0.005706588731127257	62	0.7586287399839924
394	0.23909583891651756	0.008918019918553998	95	0.7609041610834825
395	0.24440587425919763	0.00705527831576197	43	0.7555941257408023
396	0.23379119940286158	0.012041314587560921	91	0.7662088005971384
397	0.23663300268892146	0.011549935989415656	63	0.7633669973110786
398	0.23473636878692772	0.007804381774587257	85	0.7652636312130723
399	0.2409931922623812	0.007290495167117416	58	0.7590068077376189
400	0.24118204627822695	0.005432404802294793	42	0.7588179537217731
401	0.24213171218647983	0.008048736341447232	78	0.7578682878135201
402	0.24800866929863216	0.0035458474837053388	98	0.7519913307013678
403	0.25464571885932175	0.004564938451020049	97	0.7453542811406783
404	0.2400458645467054	0.006644783601764796	97	0.7599541354532946
405	0.2538867055765893	0.006483612069315164	99	0.7461132944234107
406	0.23720046404129608	0.010877170791008839	61	0.7627995359587039
407	0.2396654586005018	0.007589872032965461	81	0.7603345413994982
408	0.2449745946383446	0.008122130765099815	56	0.7550254053616554
409	0.23757817207298756	0.009620963459787966	97	0.7624218279270124
410	0.23416495049326871	0.01080265480462874	85	0.7658350495067313
411	0.2406126064552101	0.010176276937234958	72	0.7593873935447899
412	0.24194159914386182	0.008095808364547177	60	0.7580584008561382
413	0.26791819923199367	0.0019642808864875996	98	0.7320818007680063
414	0.24156227236346303	0.004455195737878844	56	0.7584377276365369
415	0.2379574988533863	0.006941726375860901	78	0.7620425011466136
416	0.23625277660368535	0.008212599727408095	97	0.7637472233963146
417	0.23720280223387324	0.009098208142343278	98	0.7627971977661268
418	0.23587596787683118	0.00821819216279652	92	0.7641240321231688
419	0.2372017230680684	0.008989325315475617	97	0.7627982769319316
420	0.297117008552389	0.010589950299377898	98	0.702882991447611
421	0.2935147530958569	0.010445283516612535	98	0.7064852469041432
422	0.24307921976312313	0.007595403106137443	54	0.7569207802368769
423	0.23075424696709446	0.009365622443550025	97	0.7692457530329055
424	0.23852819770317546	0.00911152630482163	97	0.7614718022968245
425	0.23246058796550267	0.006074827072323474	96	0.7675394120344974
426	0.23757853179492253	0.01165514846361339	97	0.7624214682050775
427	0.24099139365270644	0.013599434336110466	55	0.7590086063472936
428	0.2567317463600637	0.005942422255347757	92	0.7432682536399363
429	0.24061188701134023	0.008441415274987369	61	0.7593881129886597
430	0.238340602714102	0.013548147947412352	97	0.761659397285898
431	0.2394758851407862	0.00674358901934356	67	0.7605241148592138
432	0.24137305862568237	0.009515825483616517	72	0.7586269413743176
433	0.2421311726035774	0.011967576554374679	75	0.7578688273964226
434	0.2427004325656268	0.00927774779475749	69	0.7572995674343732
435	0.24193998039515457	0.008795770151876514	99	0.7580600196048455
436	0.2508528107772692	0.008645431408643704	40	0.7491471892227308
437	0.23265052114715323	0.00895817018806441	94	0.7673494788528468
438	0.2468701493745335	0.006935559116739401	47	0.7531298506254664
439	0.2476300619621033	0.00805684031574992	51	0.7523699380378968
440	0.24573342806010956	0.008475594887442229	61	0.7542665719398904
441	0.23644199034146607	0.004460875064124688	90	0.7635580096585339
442	0.3215745029092511	0.009817318985304468	26	0.6784254970907488
443	0.2421313524645449	0.005927599467352896	71	0.7578686475354551
444	0.24042411216129933	0.004711524614022345	60	0.7595758878387007
445	0.23549430290385534	0.0032189154907466817	99	0.7645056970961447
446	0.23549394318192035	0.005204690564909801	96	0.7645060568180797
447	0.2394762448627211	0.003495860308596598	98	0.7605237551372789
